x_px,x_py,y_px,y_py,unprimed_start_idx,prime_x_start_idx,prime_y_start_idx
<|endoftext|>The physician brought the salad to the colonel. A doctor got a bowl for an army.,<|endoftext|>The physician brought the colonel the salad. A doctor got a bowl for an army.,<|endoftext|>The physician brought the salad to the colonel. A doctor got an army a bowl.,<|endoftext|>The physician brought the colonel the salad. A doctor got an army a bowl.,1,10,9
<|endoftext|>A physician brought a salad to a singer. The doctor got the bowl for the band.,<|endoftext|>A physician brought a singer a salad. The doctor got the bowl for the band.,<|endoftext|>A physician brought a salad to a singer. The doctor got the band the bowl.,<|endoftext|>A physician brought a singer a salad. The doctor got the band the bowl.,1,10,9
<|endoftext|>A physician brought a salad to a colonel. The doctor got the bowl for the army.,<|endoftext|>A physician brought a colonel a salad. The doctor got the bowl for the army.,<|endoftext|>A physician brought a salad to a colonel. The doctor got the army the bowl.,<|endoftext|>A physician brought a colonel a salad. The doctor got the army the bowl.,1,10,9
<|endoftext|>The doctor brought the salad to the company. A physician got a bowl for a corporation.,<|endoftext|>The doctor brought the company the salad. A physician got a bowl for a corporation.,<|endoftext|>The doctor brought the salad to the company. A physician got a corporation a bowl.,<|endoftext|>The doctor brought the company the salad. A physician got a corporation a bowl.,1,10,9
<|endoftext|>The doctor brought the salad to the corporation. A physician got a bowl for a company.,<|endoftext|>The doctor brought the corporation the salad. A physician got a bowl for a company.,<|endoftext|>The doctor brought the salad to the corporation. A physician got a company a bowl.,<|endoftext|>The doctor brought the corporation the salad. A physician got a company a bowl.,1,10,9
<|endoftext|>A doctor brought a salad to a company. The physician got the bowl for the corporation.,<|endoftext|>A doctor brought a company a salad. The physician got the bowl for the corporation.,<|endoftext|>A doctor brought a salad to a company. The physician got the corporation the bowl.,<|endoftext|>A doctor brought a company a salad. The physician got the corporation the bowl.,1,10,9
<|endoftext|>A doctor brought a salad to a corporation. The physician got the bowl for the company.,<|endoftext|>A doctor brought a corporation a salad. The physician got the bowl for the company.,<|endoftext|>A doctor brought a salad to a corporation. The physician got the company the bowl.,<|endoftext|>A doctor brought a corporation a salad. The physician got the company the bowl.,1,10,9
<|endoftext|>The physician brought the salad to the company. A doctor got a bowl for a corporation.,<|endoftext|>The physician brought the company the salad. A doctor got a bowl for a corporation.,<|endoftext|>The physician brought the salad to the company. A doctor got a corporation a bowl.,<|endoftext|>The physician brought the company the salad. A doctor got a corporation a bowl.,1,10,9
<|endoftext|>A physician brought a salad to a corporation. The doctor got the bowl for the company.,<|endoftext|>A physician brought a corporation a salad. The doctor got the bowl for the company.,<|endoftext|>A physician brought a salad to a corporation. The doctor got the company the bowl.,<|endoftext|>A physician brought a corporation a salad. The doctor got the company the bowl.,1,10,9
<|endoftext|>The physician brought the salad to the company. A doctor got a bowl for a corporation.,<|endoftext|>The physician brought the company the salad. A doctor got a bowl for a corporation.,<|endoftext|>The physician brought the salad to the company. A doctor got a corporation a bowl.,<|endoftext|>The physician brought the company the salad. A doctor got a corporation a bowl.,1,10,9
<|endoftext|>The physician brought the salad to the corporation. A doctor got a bowl for a company.,<|endoftext|>The physician brought the corporation the salad. A doctor got a bowl for a company.,<|endoftext|>The physician brought the salad to the corporation. A doctor got a company a bowl.,<|endoftext|>The physician brought the corporation the salad. A doctor got a company a bowl.,1,10,9
<|endoftext|>The doctor gave the coffee to the doctor. A physician got a cup for a physician.,<|endoftext|>The doctor gave the doctor the coffee. A physician got a cup for a physician.,<|endoftext|>The doctor gave the coffee to the doctor. A physician got a physician a cup.,<|endoftext|>The doctor gave the doctor the coffee. A physician got a physician a cup.,1,10,9
<|endoftext|>The doctor gave the juice to the doctor. A physician got a glass for a physician.,<|endoftext|>The doctor gave the doctor the juice. A physician got a glass for a physician.,<|endoftext|>The doctor gave the juice to the doctor. A physician got a physician a glass.,<|endoftext|>The doctor gave the doctor the juice. A physician got a physician a glass.,1,10,9
<|endoftext|>The physician gave the coffee to the physician. A doctor got a cup for a doctor.,<|endoftext|>The physician gave the physician the coffee. A doctor got a cup for a doctor.,<|endoftext|>The physician gave the coffee to the physician. A doctor got a doctor a cup.,<|endoftext|>The physician gave the physician the coffee. A doctor got a doctor a cup.,1,10,9
<|endoftext|>A physician gave a juice to a physician. The doctor got the glass for the doctor.,<|endoftext|>A physician gave a physician a juice. The doctor got the glass for the doctor.,<|endoftext|>A physician gave a juice to a physician. The doctor got the doctor the glass.,<|endoftext|>A physician gave a physician a juice. The doctor got the doctor the glass.,1,10,9
<|endoftext|>A doctor gave a coffee to a singer. The physician got the cup for the band.,<|endoftext|>A doctor gave a singer a coffee. The physician got the cup for the band.,<|endoftext|>A doctor gave a coffee to a singer. The physician got the band the cup.,<|endoftext|>A doctor gave a singer a coffee. The physician got the band the cup.,1,10,9
<|endoftext|>The doctor gave the coffee to the colonel. A physician got a cup for an army.,<|endoftext|>The doctor gave the colonel the coffee. A physician got a cup for an army.,<|endoftext|>The doctor gave the coffee to the colonel. A physician got an army a cup.,<|endoftext|>The doctor gave the colonel the coffee. A physician got an army a cup.,1,10,9
<|endoftext|>A doctor gave a juice to a singer. The physician got the glass for the band.,<|endoftext|>A doctor gave a singer a juice. The physician got the glass for the band.,<|endoftext|>A doctor gave a juice to a singer. The physician got the band the glass.,<|endoftext|>A doctor gave a singer a juice. The physician got the band the glass.,1,10,9
<|endoftext|>A doctor gave a juice to a colonel. The physician got the glass for the army.,<|endoftext|>A doctor gave a colonel a juice. The physician got the glass for the army.,<|endoftext|>A doctor gave a juice to a colonel. The physician got the army the glass.,<|endoftext|>A doctor gave a colonel a juice. The physician got the army the glass.,1,10,9
<|endoftext|>The physician gave the coffee to the singer. A doctor got a cup for a band.,<|endoftext|>The physician gave the singer the coffee. A doctor got a cup for a band.,<|endoftext|>The physician gave the coffee to the singer. A doctor got a band a cup.,<|endoftext|>The physician gave the singer the coffee. A doctor got a band a cup.,1,10,9
<|endoftext|>A physician gave a coffee to a colonel. The doctor got the cup for the army.,<|endoftext|>A physician gave a colonel a coffee. The doctor got the cup for the army.,<|endoftext|>A physician gave a coffee to a colonel. The doctor got the army the cup.,<|endoftext|>A physician gave a colonel a coffee. The doctor got the army the cup.,1,10,9
<|endoftext|>A physician gave a juice to a singer. The doctor got the glass for the band.,<|endoftext|>A physician gave a singer a juice. The doctor got the glass for the band.,<|endoftext|>A physician gave a juice to a singer. The doctor got the band the glass.,<|endoftext|>A physician gave a singer a juice. The doctor got the band the glass.,1,10,9
<|endoftext|>The physician gave the juice to the colonel. A doctor got a glass for an army.,<|endoftext|>The physician gave the colonel the juice. A doctor got a glass for an army.,<|endoftext|>The physician gave the juice to the colonel. A doctor got an army a glass.,<|endoftext|>The physician gave the colonel the juice. A doctor got an army a glass.,1,10,9
<|endoftext|>A doctor gave a coffee to a company. The physician got the cup for the corporation.,<|endoftext|>A doctor gave a company a coffee. The physician got the cup for the corporation.,<|endoftext|>A doctor gave a coffee to a company. The physician got the corporation the cup.,<|endoftext|>A doctor gave a company a coffee. The physician got the corporation the cup.,1,10,9
<|endoftext|>The doctor gave the coffee to the corporation. A physician got a cup for a company.,<|endoftext|>The doctor gave the corporation the coffee. A physician got a cup for a company.,<|endoftext|>The doctor gave the coffee to the corporation. A physician got a company a cup.,<|endoftext|>The doctor gave the corporation the coffee. A physician got a company a cup.,1,10,9
<|endoftext|>The doctor gave the juice to the company. A physician got a glass for a corporation.,<|endoftext|>The doctor gave the company the juice. A physician got a glass for a corporation.,<|endoftext|>The doctor gave the juice to the company. A physician got a corporation a glass.,<|endoftext|>The doctor gave the company the juice. A physician got a corporation a glass.,1,10,9
<|endoftext|>A doctor gave a juice to a corporation. The physician got the glass for the company.,<|endoftext|>A doctor gave a corporation a juice. The physician got the glass for the company.,<|endoftext|>A doctor gave a juice to a corporation. The physician got the company the glass.,<|endoftext|>A doctor gave a corporation a juice. The physician got the company the glass.,1,10,9
<|endoftext|>A physician gave a coffee to a company. The doctor got the cup for the corporation.,<|endoftext|>A physician gave a company a coffee. The doctor got the cup for the corporation.,<|endoftext|>A physician gave a coffee to a company. The doctor got the corporation the cup.,<|endoftext|>A physician gave a company a coffee. The doctor got the corporation the cup.,1,10,9
<|endoftext|>A physician gave a coffee to a corporation. The doctor got the cup for the company.,<|endoftext|>A physician gave a corporation a coffee. The doctor got the cup for the company.,<|endoftext|>A physician gave a coffee to a corporation. The doctor got the company the cup.,<|endoftext|>A physician gave a corporation a coffee. The doctor got the company the cup.,1,10,9
<|endoftext|>The physician gave the juice to the company. A doctor got a glass for a corporation.,<|endoftext|>The physician gave the company the juice. A doctor got a glass for a corporation.,<|endoftext|>The physician gave the juice to the company. A doctor got a corporation a glass.,<|endoftext|>The physician gave the company the juice. A doctor got a corporation a glass.,1,10,9
<|endoftext|>The physician gave the juice to the corporation. A doctor got a glass for a company.,<|endoftext|>The physician gave the corporation the juice. A doctor got a glass for a company.,<|endoftext|>The physician gave the juice to the corporation. A doctor got a company a glass.,<|endoftext|>The physician gave the corporation the juice. A doctor got a company a glass.,1,10,9
<|endoftext|>A doctor gave a machine to a doctor. The physician got the engine for the physician.,<|endoftext|>A doctor gave a doctor a machine. The physician got the engine for the physician.,<|endoftext|>A doctor gave a machine to a doctor. The physician got the physician the engine.,<|endoftext|>A doctor gave a doctor a machine. The physician got the physician the engine.,1,10,9
<|endoftext|>The doctor gave the engine to the doctor. A physician got a machine for a physician.,<|endoftext|>The doctor gave the doctor the engine. A physician got a machine for a physician.,<|endoftext|>The doctor gave the engine to the doctor. A physician got a physician a machine.,<|endoftext|>The doctor gave the doctor the engine. A physician got a physician a machine.,1,10,9
<|endoftext|>The physician gave the machine to the physician. A doctor got an engine for a doctor.,<|endoftext|>The physician gave the physician the machine. A doctor got an engine for a doctor.,<|endoftext|>The physician gave the machine to the physician. A doctor got a doctor an engine.,<|endoftext|>The physician gave the physician the machine. A doctor got a doctor an engine.,1,10,9
<|endoftext|>A physician gave an engine to a physician. The doctor got the machine for the doctor.,<|endoftext|>A physician gave a physician an engine. The doctor got the machine for the doctor.,<|endoftext|>A physician gave an engine to a physician. The doctor got the doctor the machine.,<|endoftext|>A physician gave a physician an engine. The doctor got the doctor the machine.,1,10,9
<|endoftext|>A doctor gave a machine to a singer. The physician got the engine for the band.,<|endoftext|>A doctor gave a singer a machine. The physician got the engine for the band.,<|endoftext|>A doctor gave a machine to a singer. The physician got the band the engine.,<|endoftext|>A doctor gave a singer a machine. The physician got the band the engine.,1,10,9
<|endoftext|>A doctor gave a machine to a colonel. The physician got the engine for the army.,<|endoftext|>A doctor gave a colonel a machine. The physician got the engine for the army.,<|endoftext|>A doctor gave a machine to a colonel. The physician got the army the engine.,<|endoftext|>A doctor gave a colonel a machine. The physician got the army the engine.,1,10,9
<|endoftext|>The doctor gave the engine to the singer. A physician got a machine for a band.,<|endoftext|>The doctor gave the singer the engine. A physician got a machine for a band.,<|endoftext|>The doctor gave the engine to the singer. A physician got a band a machine.,<|endoftext|>The doctor gave the singer the engine. A physician got a band a machine.,1,10,9
<|endoftext|>The doctor gave the engine to the colonel. A physician got a machine for an army.,<|endoftext|>The doctor gave the colonel the engine. A physician got a machine for an army.,<|endoftext|>The doctor gave the engine to the colonel. A physician got an army a machine.,<|endoftext|>The doctor gave the colonel the engine. A physician got an army a machine.,1,10,9
<|endoftext|>The physician gave the machine to the singer. A doctor got an engine for a band.,<|endoftext|>The physician gave the singer the machine. A doctor got an engine for a band.,<|endoftext|>The physician gave the machine to the singer. A doctor got a band an engine.,<|endoftext|>The physician gave the singer the machine. A doctor got a band an engine.,1,10,9
<|endoftext|>The physician gave the machine to the colonel. A doctor got an engine for an army.,<|endoftext|>The physician gave the colonel the machine. A doctor got an engine for an army.,<|endoftext|>The physician gave the machine to the colonel. A doctor got an army an engine.,<|endoftext|>The physician gave the colonel the machine. A doctor got an army an engine.,1,10,9
<|endoftext|>A physician gave an engine to a singer. The doctor got the machine for the band.,<|endoftext|>A physician gave a singer an engine. The doctor got the machine for the band.,<|endoftext|>A physician gave an engine to a singer. The doctor got the band the machine.,<|endoftext|>A physician gave a singer an engine. The doctor got the band the machine.,1,10,9
<|endoftext|>The physician gave the engine to the colonel. A doctor got a machine for an army.,<|endoftext|>The physician gave the colonel the engine. A doctor got a machine for an army.,<|endoftext|>The physician gave the engine to the colonel. A doctor got an army a machine.,<|endoftext|>The physician gave the colonel the engine. A doctor got an army a machine.,1,10,9
<|endoftext|>The doctor gave the machine to the company. A physician got an engine for a corporation.,<|endoftext|>The doctor gave the company the machine. A physician got an engine for a corporation.,<|endoftext|>The doctor gave the machine to the company. A physician got a corporation an engine.,<|endoftext|>The doctor gave the company the machine. A physician got a corporation an engine.,1,10,9
<|endoftext|>A doctor gave a machine to a corporation. The physician got the engine for the company.,<|endoftext|>A doctor gave a corporation a machine. The physician got the engine for the company.,<|endoftext|>A doctor gave a machine to a corporation. The physician got the company the engine.,<|endoftext|>A doctor gave a corporation a machine. The physician got the company the engine.,1,10,9
<|endoftext|>The doctor gave the engine to the company. A physician got a machine for a corporation.,<|endoftext|>The doctor gave the company the engine. A physician got a machine for a corporation.,<|endoftext|>The doctor gave the engine to the company. A physician got a corporation a machine.,<|endoftext|>The doctor gave the company the engine. A physician got a corporation a machine.,1,10,9
<|endoftext|>The doctor gave the engine to the corporation. A physician got a machine for a company.,<|endoftext|>The doctor gave the corporation the engine. A physician got a machine for a company.,<|endoftext|>The doctor gave the engine to the corporation. A physician got a company a machine.,<|endoftext|>The doctor gave the corporation the engine. A physician got a company a machine.,1,10,9
<|endoftext|>A physician gave a machine to a company. The doctor got the engine for the corporation.,<|endoftext|>A physician gave a company a machine. The doctor got the engine for the corporation.,<|endoftext|>A physician gave a machine to a company. The doctor got the corporation the engine.,<|endoftext|>A physician gave a company a machine. The doctor got the corporation the engine.,1,10,9
<|endoftext|>The physician gave the machine to the corporation. A doctor got an engine for a company.,<|endoftext|>The physician gave the corporation the machine. A doctor got an engine for a company.,<|endoftext|>The physician gave the machine to the corporation. A doctor got a company an engine.,<|endoftext|>The physician gave the corporation the machine. A doctor got a company an engine.,1,10,9
<|endoftext|>The physician gave the engine to the company. A doctor got a machine for a corporation.,<|endoftext|>The physician gave the company the engine. A doctor got a machine for a corporation.,<|endoftext|>The physician gave the engine to the company. A doctor got a corporation a machine.,<|endoftext|>The physician gave the company the engine. A doctor got a corporation a machine.,1,10,9
<|endoftext|>A physician gave an engine to a corporation. The doctor got the machine for the company.,<|endoftext|>A physician gave a corporation an engine. The doctor got the machine for the company.,<|endoftext|>A physician gave an engine to a corporation. The doctor got the company the machine.,<|endoftext|>A physician gave a corporation an engine. The doctor got the company the machine.,1,10,9
<|endoftext|>The doctor gave the candy to the doctor. A physician got a chocolate for a physician.,<|endoftext|>The doctor gave the doctor the candy. A physician got a chocolate for a physician.,<|endoftext|>The doctor gave the candy to the doctor. A physician got a physician a chocolate.,<|endoftext|>The doctor gave the doctor the candy. A physician got a physician a chocolate.,1,10,9
<|endoftext|>A doctor gave a chocolate to a doctor. The physician got the candy for the physician.,<|endoftext|>A doctor gave a doctor a chocolate. The physician got the candy for the physician.,<|endoftext|>A doctor gave a chocolate to a doctor. The physician got the physician the candy.,<|endoftext|>A doctor gave a doctor a chocolate. The physician got the physician the candy.,1,10,9
<|endoftext|>The physician gave the candy to the physician. A doctor got a chocolate for a doctor.,<|endoftext|>The physician gave the physician the candy. A doctor got a chocolate for a doctor.,<|endoftext|>The physician gave the candy to the physician. A doctor got a doctor a chocolate.,<|endoftext|>The physician gave the physician the candy. A doctor got a doctor a chocolate.,1,10,9
<|endoftext|>A physician gave a chocolate to a physician. The doctor got the candy for the doctor.,<|endoftext|>A physician gave a physician a chocolate. The doctor got the candy for the doctor.,<|endoftext|>A physician gave a chocolate to a physician. The doctor got the doctor the candy.,<|endoftext|>A physician gave a physician a chocolate. The doctor got the doctor the candy.,1,10,9
<|endoftext|>A doctor gave a candy to a singer. The physician got the chocolate for the band.,<|endoftext|>A doctor gave a singer a candy. The physician got the chocolate for the band.,<|endoftext|>A doctor gave a candy to a singer. The physician got the band the chocolate.,<|endoftext|>A doctor gave a singer a candy. The physician got the band the chocolate.,1,10,9
<|endoftext|>A doctor gave a candy to a colonel. The physician got the chocolate for the army.,<|endoftext|>A doctor gave a colonel a candy. The physician got the chocolate for the army.,<|endoftext|>A doctor gave a candy to a colonel. The physician got the army the chocolate.,<|endoftext|>A doctor gave a colonel a candy. The physician got the army the chocolate.,1,10,9
<|endoftext|>A doctor gave a chocolate to a singer. The physician got the candy for the band.,<|endoftext|>A doctor gave a singer a chocolate. The physician got the candy for the band.,<|endoftext|>A doctor gave a chocolate to a singer. The physician got the band the candy.,<|endoftext|>A doctor gave a singer a chocolate. The physician got the band the candy.,1,10,9
<|endoftext|>A doctor gave a chocolate to a colonel. The physician got the candy for the army.,<|endoftext|>A doctor gave a colonel a chocolate. The physician got the candy for the army.,<|endoftext|>A doctor gave a chocolate to a colonel. The physician got the army the candy.,<|endoftext|>A doctor gave a colonel a chocolate. The physician got the army the candy.,1,10,9
<|endoftext|>A physician gave a candy to a singer. The doctor got the chocolate for the band.,<|endoftext|>A physician gave a singer a candy. The doctor got the chocolate for the band.,<|endoftext|>A physician gave a candy to a singer. The doctor got the band the chocolate.,<|endoftext|>A physician gave a singer a candy. The doctor got the band the chocolate.,1,10,9
<|endoftext|>A physician gave a candy to a colonel. The doctor got the chocolate for the army.,<|endoftext|>A physician gave a colonel a candy. The doctor got the chocolate for the army.,<|endoftext|>A physician gave a candy to a colonel. The doctor got the army the chocolate.,<|endoftext|>A physician gave a colonel a candy. The doctor got the army the chocolate.,1,10,9
<|endoftext|>A physician gave a chocolate to a singer. The doctor got the candy for the band.,<|endoftext|>A physician gave a singer a chocolate. The doctor got the candy for the band.,<|endoftext|>A physician gave a chocolate to a singer. The doctor got the band the candy.,<|endoftext|>A physician gave a singer a chocolate. The doctor got the band the candy.,1,10,9
<|endoftext|>The physician gave the chocolate to the colonel. A doctor got a candy for an army.,<|endoftext|>The physician gave the colonel the chocolate. A doctor got a candy for an army.,<|endoftext|>The physician gave the chocolate to the colonel. A doctor got an army a candy.,<|endoftext|>The physician gave the colonel the chocolate. A doctor got an army a candy.,1,10,9
<|endoftext|>A doctor gave a candy to a company. The physician got the chocolate for the corporation.,<|endoftext|>A doctor gave a company a candy. The physician got the chocolate for the corporation.,<|endoftext|>A doctor gave a candy to a company. The physician got the corporation the chocolate.,<|endoftext|>A doctor gave a company a candy. The physician got the corporation the chocolate.,1,10,9
<|endoftext|>The doctor gave the candy to the corporation. A physician got a chocolate for a company.,<|endoftext|>The doctor gave the corporation the candy. A physician got a chocolate for a company.,<|endoftext|>The doctor gave the candy to the corporation. A physician got a company a chocolate.,<|endoftext|>The doctor gave the corporation the candy. A physician got a company a chocolate.,1,10,9
<|endoftext|>A doctor gave a chocolate to a company. The physician got the candy for the corporation.,<|endoftext|>A doctor gave a company a chocolate. The physician got the candy for the corporation.,<|endoftext|>A doctor gave a chocolate to a company. The physician got the corporation the candy.,<|endoftext|>A doctor gave a company a chocolate. The physician got the corporation the candy.,1,10,9
<|endoftext|>The doctor gave the chocolate to the corporation. A physician got a candy for a company.,<|endoftext|>The doctor gave the corporation the chocolate. A physician got a candy for a company.,<|endoftext|>The doctor gave the chocolate to the corporation. A physician got a company a candy.,<|endoftext|>The doctor gave the corporation the chocolate. A physician got a company a candy.,1,10,9
<|endoftext|>A physician gave a candy to a company. The doctor got the chocolate for the corporation.,<|endoftext|>A physician gave a company a candy. The doctor got the chocolate for the corporation.,<|endoftext|>A physician gave a candy to a company. The doctor got the corporation the chocolate.,<|endoftext|>A physician gave a company a candy. The doctor got the corporation the chocolate.,1,10,9
<|endoftext|>The physician gave the candy to the corporation. A doctor got a chocolate for a company.,<|endoftext|>The physician gave the corporation the candy. A doctor got a chocolate for a company.,<|endoftext|>The physician gave the candy to the corporation. A doctor got a company a chocolate.,<|endoftext|>The physician gave the corporation the candy. A doctor got a company a chocolate.,1,10,9
<|endoftext|>The physician gave the chocolate to the company. A doctor got a candy for a corporation.,<|endoftext|>The physician gave the company the chocolate. A doctor got a candy for a corporation.,<|endoftext|>The physician gave the chocolate to the company. A doctor got a corporation a candy.,<|endoftext|>The physician gave the company the chocolate. A doctor got a corporation a candy.,1,10,9
<|endoftext|>The physician gave the chocolate to the corporation. A doctor got a candy for a company.,<|endoftext|>The physician gave the corporation the chocolate. A doctor got a candy for a company.,<|endoftext|>The physician gave the chocolate to the corporation. A doctor got a company a candy.,<|endoftext|>The physician gave the corporation the chocolate. A doctor got a company a candy.,1,10,9
<|endoftext|>A doctor gave a tea to a doctor. The physician got the coffee for the physician.,<|endoftext|>A doctor gave a doctor a tea. The physician got the coffee for the physician.,<|endoftext|>A doctor gave a tea to a doctor. The physician got the physician the coffee.,<|endoftext|>A doctor gave a doctor a tea. The physician got the physician the coffee.,1,10,9
<|endoftext|>A doctor gave a coffee to a doctor. The physician got the tea for the physician.,<|endoftext|>A doctor gave a doctor a coffee. The physician got the tea for the physician.,<|endoftext|>A doctor gave a coffee to a doctor. The physician got the physician the tea.,<|endoftext|>A doctor gave a doctor a coffee. The physician got the physician the tea.,1,10,9
<|endoftext|>The physician gave the tea to the physician. A doctor got a coffee for a doctor.,<|endoftext|>The physician gave the physician the tea. A doctor got a coffee for a doctor.,<|endoftext|>The physician gave the tea to the physician. A doctor got a doctor a coffee.,<|endoftext|>The physician gave the physician the tea. A doctor got a doctor a coffee.,1,10,9
<|endoftext|>The physician gave the coffee to the physician. A doctor got a tea for a doctor.,<|endoftext|>The physician gave the physician the coffee. A doctor got a tea for a doctor.,<|endoftext|>The physician gave the coffee to the physician. A doctor got a doctor a tea.,<|endoftext|>The physician gave the physician the coffee. A doctor got a doctor a tea.,1,10,9
<|endoftext|>A doctor gave a tea to a singer. The physician got the coffee for the band.,<|endoftext|>A doctor gave a singer a tea. The physician got the coffee for the band.,<|endoftext|>A doctor gave a tea to a singer. The physician got the band the coffee.,<|endoftext|>A doctor gave a singer a tea. The physician got the band the coffee.,1,10,9
<|endoftext|>The doctor gave the tea to the colonel. A physician got a coffee for an army.,<|endoftext|>The doctor gave the colonel the tea. A physician got a coffee for an army.,<|endoftext|>The doctor gave the tea to the colonel. A physician got an army a coffee.,<|endoftext|>The doctor gave the colonel the tea. A physician got an army a coffee.,1,10,9
<|endoftext|>The doctor gave the coffee to the singer. A physician got a tea for a band.,<|endoftext|>The doctor gave the singer the coffee. A physician got a tea for a band.,<|endoftext|>The doctor gave the coffee to the singer. A physician got a band a tea.,<|endoftext|>The doctor gave the singer the coffee. A physician got a band a tea.,1,10,9
<|endoftext|>A doctor gave a coffee to a colonel. The physician got the tea for the army.,<|endoftext|>A doctor gave a colonel a coffee. The physician got the tea for the army.,<|endoftext|>A doctor gave a coffee to a colonel. The physician got the army the tea.,<|endoftext|>A doctor gave a colonel a coffee. The physician got the army the tea.,1,10,9
<|endoftext|>A physician gave a tea to a singer. The doctor got the coffee for the band.,<|endoftext|>A physician gave a singer a tea. The doctor got the coffee for the band.,<|endoftext|>A physician gave a tea to a singer. The doctor got the band the coffee.,<|endoftext|>A physician gave a singer a tea. The doctor got the band the coffee.,1,10,9
<|endoftext|>The physician gave the tea to the colonel. A doctor got a coffee for an army.,<|endoftext|>The physician gave the colonel the tea. A doctor got a coffee for an army.,<|endoftext|>The physician gave the tea to the colonel. A doctor got an army a coffee.,<|endoftext|>The physician gave the colonel the tea. A doctor got an army a coffee.,1,10,9
<|endoftext|>A physician gave a coffee to a singer. The doctor got the tea for the band.,<|endoftext|>A physician gave a singer a coffee. The doctor got the tea for the band.,<|endoftext|>A physician gave a coffee to a singer. The doctor got the band the tea.,<|endoftext|>A physician gave a singer a coffee. The doctor got the band the tea.,1,10,9
<|endoftext|>A physician gave a coffee to a colonel. The doctor got the tea for the army.,<|endoftext|>A physician gave a colonel a coffee. The doctor got the tea for the army.,<|endoftext|>A physician gave a coffee to a colonel. The doctor got the army the tea.,<|endoftext|>A physician gave a colonel a coffee. The doctor got the army the tea.,1,10,9
<|endoftext|>The doctor gave the tea to the company. A physician got a coffee for a corporation.,<|endoftext|>The doctor gave the company the tea. A physician got a coffee for a corporation.,<|endoftext|>The doctor gave the tea to the company. A physician got a corporation a coffee.,<|endoftext|>The doctor gave the company the tea. A physician got a corporation a coffee.,1,10,9
<|endoftext|>A doctor gave a tea to a corporation. The physician got the coffee for the company.,<|endoftext|>A doctor gave a corporation a tea. The physician got the coffee for the company.,<|endoftext|>A doctor gave a tea to a corporation. The physician got the company the coffee.,<|endoftext|>A doctor gave a corporation a tea. The physician got the company the coffee.,1,10,9
<|endoftext|>A doctor gave a coffee to a company. The physician got the tea for the corporation.,<|endoftext|>A doctor gave a company a coffee. The physician got the tea for the corporation.,<|endoftext|>A doctor gave a coffee to a company. The physician got the corporation the tea.,<|endoftext|>A doctor gave a company a coffee. The physician got the corporation the tea.,1,10,9
<|endoftext|>The doctor gave the coffee to the corporation. A physician got a tea for a company.,<|endoftext|>The doctor gave the corporation the coffee. A physician got a tea for a company.,<|endoftext|>The doctor gave the coffee to the corporation. A physician got a company a tea.,<|endoftext|>The doctor gave the corporation the coffee. A physician got a company a tea.,1,10,9
<|endoftext|>The physician gave the tea to the company. A doctor got a coffee for a corporation.,<|endoftext|>The physician gave the company the tea. A doctor got a coffee for a corporation.,<|endoftext|>The physician gave the tea to the company. A doctor got a corporation a coffee.,<|endoftext|>The physician gave the company the tea. A doctor got a corporation a coffee.,1,10,9
<|endoftext|>A physician gave a tea to a corporation. The doctor got the coffee for the company.,<|endoftext|>A physician gave a corporation a tea. The doctor got the coffee for the company.,<|endoftext|>A physician gave a tea to a corporation. The doctor got the company the coffee.,<|endoftext|>A physician gave a corporation a tea. The doctor got the company the coffee.,1,10,9
<|endoftext|>A physician gave a coffee to a company. The doctor got the tea for the corporation.,<|endoftext|>A physician gave a company a coffee. The doctor got the tea for the corporation.,<|endoftext|>A physician gave a coffee to a company. The doctor got the corporation the tea.,<|endoftext|>A physician gave a company a coffee. The doctor got the corporation the tea.,1,10,9
<|endoftext|>A physician gave a coffee to a corporation. The doctor got the tea for the company.,<|endoftext|>A physician gave a corporation a coffee. The doctor got the tea for the company.,<|endoftext|>A physician gave a coffee to a corporation. The doctor got the company the tea.,<|endoftext|>A physician gave a corporation a coffee. The doctor got the company the tea.,1,10,9
<|endoftext|>A doctor gave a salad to a doctor. The physician got the bowl for the physician.,<|endoftext|>A doctor gave a doctor a salad. The physician got the bowl for the physician.,<|endoftext|>A doctor gave a salad to a doctor. The physician got the physician the bowl.,<|endoftext|>A doctor gave a doctor a salad. The physician got the physician the bowl.,1,10,9
<|endoftext|>A doctor gave a salad to a doctor. The physician got the bowl for the physician.,<|endoftext|>A doctor gave a doctor a salad. The physician got the bowl for the physician.,<|endoftext|>A doctor gave a salad to a doctor. The physician got the physician the bowl.,<|endoftext|>A doctor gave a doctor a salad. The physician got the physician the bowl.,1,10,9
<|endoftext|>A physician gave a salad to a physician. The doctor got the bowl for the doctor.,<|endoftext|>A physician gave a physician a salad. The doctor got the bowl for the doctor.,<|endoftext|>A physician gave a salad to a physician. The doctor got the doctor the bowl.,<|endoftext|>A physician gave a physician a salad. The doctor got the doctor the bowl.,1,10,9
<|endoftext|>A physician gave a salad to a physician. The doctor got the bowl for the doctor.,<|endoftext|>A physician gave a physician a salad. The doctor got the bowl for the doctor.,<|endoftext|>A physician gave a salad to a physician. The doctor got the doctor the bowl.,<|endoftext|>A physician gave a physician a salad. The doctor got the doctor the bowl.,1,10,9
